intersection,text_blob,latitude,longitude,zip,city
11th-santafe,nicks studio armstrong dance center tacos selene hyder construction denver voice swifts breakfeast sante fe theater brick building nita,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,hyder construction timeos bar sante fe theater 711 gas is 329 swifts breakfeast,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,aztlan swifts breakfeast tacos selene denver works quin brick building nita hyder construction denver voice sante fe theater,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,denver works 711 gas is 329 aztlan swifts breakfeast quin sante fe theater brick building nita timeos bar,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,brick building nita timeos bar denver voice 711 gas is 329 swifts breakfeast sante fe theater hyder construction armstrong dance center aztlan denver works,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,armstrong dance center denver works brick building nita 711 gas is 329 tacos selene sante fe theater denver voice hyder construction swifts breakfeast quin,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,timeos bar denver works aztlan denver voice nicks studio armstrong dance center sante fe theater tacos selene,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,brick building nita armstrong dance center sante fe theater aztlan denver voice swifts breakfeast tacos selene,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,sante fe theater timeos bar swifts breakfeast quin 711 gas is 329 brick building nita,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,711 gas is 329 tacos selene aztlan brick building nita timeos bar,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,brick building nita quin tacos selene nicks studio denver works denver voice,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,hyder construction quin denver voice aztlan timeos bar denver works swifts breakfeast,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,denver voice sante fe theater quin denver works 711 gas is 329 hyder construction tacos selene brick building nita,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,swifts breakfeast timeos bar nicks studio tacos selene armstrong dance center,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,swifts breakfeast timeos bar hyder construction denver works 711 gas is 329 aztlan,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,nicks studio armstrong dance center swifts breakfeast denver works brick building nita aztlan timeos bar 711 gas is 329 hyder construction,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,711 gas is 329 nicks studio sante fe theater timeos bar brick building nita quin swifts breakfeast,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,711 gas is 329 timeos bar nicks studio swifts breakfeast tacos selene brick building nita armstrong dance center,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,timeos bar armstrong dance center quin brick building nita denver works,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,hyder construction 711 gas is 329 swifts breakfeast aztlan nicks studio armstrong dance center,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,timeos bar hyder construction quin swifts breakfeast nicks studio denver works armstrong dance center 711 gas is 329,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,sante fe theater armstrong dance center denver works hyder construction swifts breakfeast timeos bar aztlan,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,timeos bar brick building nita quin denver voice armstrong dance center tacos selene nicks studio sante fe theater swifts breakfeast denver works,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,denver voice quin hyder construction brick building nita swifts breakfeast sante fe theater armstrong dance center,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,armstrong dance center aztlan 711 gas is 329 brick building nita sante fe theater nicks studio,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,brick building nita aztlan 711 gas is 329 quin hyder construction armstrong dance center,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,quin 711 gas is 329 swifts breakfeast denver works armstrong dance center,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,swifts breakfeast aztlan denver voice armstrong dance center 711 gas is 329,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,tacos selene 711 gas is 329 denver voice brick building nita sante fe theater,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,hyder construction swifts breakfeast aztlan brick building nita sante fe theater quin nicks studio armstrong dance center denver voice,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,hyder construction swifts breakfeast denver works aztlan timeos bar,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,brick building nita 711 gas is 329 denver works sante fe theater swifts breakfeast denver voice,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,timeos bar aztlan tacos selene sante fe theater brick building nita,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,denver works tacos selene hyder construction denver voice sante fe theater swifts breakfeast,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,denver voice sante fe theater brick building nita hyder construction tacos selene,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,brick building nita nicks studio sante fe theater armstrong dance center quin denver voice aztlan,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,tacos selene swifts breakfeast nicks studio quin hyder construction sante fe theater denver works aztlan brick building nita armstrong dance center,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,quin aztlan denver voice armstrong dance center denver works timeos bar,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,711 gas is 329 nicks studio denver works sante fe theater hyder construction brick building nita quin armstrong dance center denver voice tacos selene,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,hyder construction quin armstrong dance center 711 gas is 329 sante fe theater denver voice tacos selene timeos bar,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,denver works hyder construction sante fe theater armstrong dance center aztlan,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,711 gas is 329 quin tacos selene nicks studio armstrong dance center,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,711 gas is 329 armstrong dance center denver voice swifts breakfeast nicks studio,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,aztlan nicks studio denver works hyder construction 711 gas is 329,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,sante fe theater denver voice timeos bar nicks studio denver works brick building nita aztlan hyder construction quin,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,denver works timeos bar armstrong dance center hyder construction aztlan sante fe theater,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,armstrong dance center denver works quin brick building nita 711 gas is 329 denver voice timeos bar sante fe theater,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,armstrong dance center hyder construction timeos bar denver works denver voice,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,hyder construction quin sante fe theater timeos bar denver works armstrong dance center nicks studio denver voice aztlan,39.733666666666664,-104.99869444444444,80204.0,denver
11th-santafe,brick building nita tacos selene timeos bar denver works quin,39.733666666666664,-104.99869444444444,80204.0,denver
11th-syracuse,voodoo ranger walia creamery uhaul garden court community no parking any time rentals 11th ave no turn on red syracuse liquors dawn driving school,39.73291666666667,-104.89880555555557,80220.0,denver
11th-syracuse,beer wine spirits walia creamery voodoo ranger uhaul dawn driving school syracuse market open 11th ave no parking any time syracuse st,39.73291666666667,-104.89880555555557,80220.0,denver
